timestamp,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,speedAccuracy,course,courseAccuracy,floor
2025-01-15T10:00:00.000Z,12.9236,77.4989,919.95,5.08,2.42,0,0.47,314.5,10.59,-1
2025-01-15T10:00:01.000Z,12.9236,77.4989,920.27,7.25,3.17,0.38,0.34,315.27,9.82,-1
2025-01-15T10:00:02.000Z,12.923607,77.498892,919.79,4.6,2.55,1.15,0.63,313.56,12.12,-1
2025-01-15T10:00:03.000Z,12.923615,77.498884,920.01,7.28,2.36,1.21,0.67,315.13,13.85,-1
2025-01-15T10:00:04.000Z,12.923624,77.498876,919.98,3.19,4.55,1.35,0.36,316.55,5.3,-1
2025-01-15T10:00:05.000Z,12.923634,77.498866,919.57,9.29,2.74,1.62,0.55,316.46,5.18,-1
2025-01-15T10:00:06.000Z,12.923644,77.498856,919.37,6.58,2.7,1.51,0.62,316.53,5.35,-1
2025-01-15T10:00:07.000Z,12.923681,77.498818,919.75,3.83,3.5,5.86,0.53,314.93,10.03,-1
2025-01-15T10:00:08.000Z,12.923723,77.498775,919.86,4.31,4.35,6.52,0.52,315.15,5.36,-1
2025-01-15T10:00:09.000Z,12.923723,77.498775,920.24,6.97,3.82,0.2,0.63,269.99,10.99,-1
2025-01-15T10:00:10.000Z,12.923723,77.498775,920.05,7.12,2.14,0.34,0.43,271.36,10.22,-1
2025-01-15T10:00:11.000Z,12.923723,77.498775,919.89,8.96,4.78,0.4,0.56,273.3,7.65,-1
2025-01-15T10:00:12.000Z,12.923723,77.498775,919.54,5.67,3.74,0.16,0.83,273.13,6.08,-1
2025-01-15T10:00:13.000Z,12.923723,77.498775,919.67,8.68,4.53,0.18,0.41,271.17,10.5,-1
2025-01-15T10:00:14.000Z,12.923722,77.498664,919.67,9.2,5.05,12.14,0.84,269.9,12.35,-1
2025-01-15T10:00:15.000Z,12.923724,77.498588,920.01,5.0,5.98,8.18,0.43,270.86,10.78,-1
2025-01-15T10:00:16.000Z,12.923724,77.498507,920.25,7.25,4.17,8.8,0.44,270.23,5.31,-1
2025-01-15T10:00:17.000Z,12.923723,77.498424,919.78,9.43,4.0,9.05,0.59,269.05,11.8,-1
2025-01-15T10:00:18.000Z,12.923723,77.498345,919.78,4.43,4.39,8.56,0.45,270.23,5.5,-1
2025-01-15T10:00:19.000Z,12.923726,77.49826,919.88,8.91,4.99,9.26,0.99,271.92,12.93,-1
2025-01-15T10:00:20.000Z,12.923728,77.498112,919.91,8.26,4.24,16.01,0.64,270.78,6.67,-1
2025-01-15T10:00:21.000Z,12.923725,77.497963,919.64,8.21,2.48,16.16,0.41,269.08,12.59,-1
2025-01-15T10:00:22.000Z,12.923724,77.497818,919.29,3.58,3.32,15.75,0.55,269.57,10.97,-1
2025-01-15T10:00:23.000Z,12.923724,77.497678,919.18,4.09,4.67,15.22,0.72,269.97,8.9,-1
2025-01-15T10:00:24.000Z,12.92372,77.497543,919.18,8.59,3.3,14.58,0.59,268.17,11.8,-1
2025-01-15T10:00:25.000Z,12.923717,77.497411,919.5,7.42,5.92,14.36,0.54,268.57,12.17,-1
2025-01-15T10:00:26.000Z,12.923715,77.497274,919.03,5.53,2.54,14.91,0.33,269.28,9.27,-1
2025-01-15T10:00:27.000Z,12.923714,77.497143,918.62,9.17,5.54,14.16,0.99,269.4,8.41,-1
2025-01-15T10:00:28.000Z,12.923713,77.49702,918.22,5.32,3.81,13.41,0.89,269.62,14.0,-1
2025-01-15T10:00:29.000Z,12.923606,77.496975,918.3,4.0,4.88,12.85,0.54,202.16,13.41,-1
2025-01-15T10:00:30.000Z,12.923498,77.496932,918.57,8.94,4.36,12.94,0.83,201.17,13.91,-1
2025-01-15T10:00:31.000Z,12.923388,77.496885,918.52,6.11,4.95,13.25,0.96,202.52,7.96,-1
2025-01-15T10:00:32.000Z,12.923275,77.496838,918.21,3.16,4.2,13.58,0.53,201.99,7.34,-1
2025-01-15T10:00:33.000Z,12.923156,77.496785,918.28,9.79,2.9,14.4,0.75,203.86,9.6,-1
2025-01-15T10:00:34.000Z,12.923035,77.496725,918.65,7.48,3.15,15.01,0.33,205.51,8.16,-1
2025-01-15T10:00:35.000Z,12.922918,77.496672,918.77,5.73,5.2,14.13,0.52,203.84,9.21,-1
2025-01-15T10:00:36.000Z,12.922805,77.496619,918.4,8.03,5.63,13.86,0.51,204.57,6.76,-1
2025-01-15T10:00:37.000Z,12.922686,77.496559,918.08,6.13,4.94,14.73,0.93,206.16,5.82,-1
2025-01-15T10:00:38.000Z,12.922565,77.496497,917.91,5.07,2.05,15.15,0.99,206.36,14.81,-1
2025-01-15T10:00:39.000Z,12.92244,77.496438,917.5,8.52,5.12,15.29,0.86,204.94,13.87,-1
2025-01-15T10:00:40.000Z,12.922314,77.496372,917.33,9.85,5.78,15.76,0.51,206.8,7.45,-1
2025-01-15T10:00:41.000Z,12.922221,77.496324,917.22,7.4,3.19,11.59,0.64,207.17,7.27,-1
