timestamp,accelerationX,accelerationY,accelerationZ
2025-01-15T10:00:00.000Z,-0.025028,0.019418,-0.972039
2025-01-15T10:00:00.040Z,0.021554,-0.047859,-0.938414
2025-01-15T10:00:00.080Z,0.005518,0.044239,-2.08953
2025-01-15T10:00:00.120Z,0.012779,-0.023641,-0.986105
2025-01-15T10:00:00.160Z,0.022893,0.038333,-1.068069
2025-01-15T10:00:00.200Z,-0.010941,0.027993,-1.09397
2025-01-15T10:00:00.240Z,-0.012476,0.003585,-0.911185
2025-01-15T10:00:00.280Z,0.017149,0.061364,-1.021853
2025-01-15T10:00:00.320Z,-0.010717,0.061301,-0.998855
2025-01-15T10:00:00.360Z,-0.006319,-0.039265,-0.923756
2025-01-15T10:00:00.400Z,0.028653,0.005696,-0.917314
2025-01-15T10:00:00.440Z,0.028676,-0.02183,-1.087509
2025-01-15T10:00:00.480Z,-1.162865,-0.056917,-0.951614
2025-01-15T10:00:00.520Z,0.071344,-0.000482,-0.986003
2025-01-15T10:00:00.560Z,-0.005659,0.037438,-0.975039
2025-01-15T10:00:00.600Z,0.064057,0.009764,-0.988257
2025-01-15T10:00:00.640Z,0.023009,0.008513,-0.981942
2025-01-15T10:00:00.680Z,0.016358,-0.029191,-1.008495
2025-01-15T10:00:00.720Z,-0.059886,-0.03543,-1.039643
2025-01-15T10:00:00.760Z,0.034233,-0.077676,-0.972548
2025-01-15T10:00:00.800Z,0.048054,-0.032825,-1.04221
2025-01-15T10:00:00.840Z,1.834305,-0.104119,-1.088874
2025-01-15T10:00:00.880Z,0.0334,0.005184,-1.004975
2025-01-15T10:00:00.920Z,-0.046454,0.018524,-1.028665
2025-01-15T10:00:00.960Z,0.028324,-0.043225,-1.037975
2025-01-15T10:00:01.000Z,-0.011925,0.002337,0.696108
2025-01-15T10:00:01.040Z,0.073964,0.021257,-1.045342
2025-01-15T10:00:01.080Z,-0.00184,-0.002499,-1.003095
2025-01-15T10:00:01.120Z,-0.014582,0.002104,-0.929742
2025-01-15T10:00:01.160Z,-0.005401,1.910458,-0.944261
2025-01-15T10:00:01.200Z,-1.437131,0.016819,-1.028683
2025-01-15T10:00:01.240Z,-0.003468,-0.047255,-0.905455
2025-01-15T10:00:01.280Z,-0.158465,0.024031,-1.032532
2025-01-15T10:00:01.320Z,-0.070686,-0.040319,-1.0253
2025-01-15T10:00:01.360Z,-0.081297,-0.045506,-0.941786
