timestamp,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy,speed,speedAccuracy,course,courseAccuracy,floor
2025-01-15T10:00:00.000Z,12.923605,77.498898,919.56,3.28,4.45,0.55,0.5,336.23,8.96,-1
2025-01-15T10:00:01.000Z,12.923612,77.498895,919.06,5.71,4.7,0.9,0.53,338.03,11.55,-1
2025-01-15T10:00:02.000Z,12.923612,77.498895,919.5,6.9,3.16,0.31,0.6,336.5,14.6,-1
2025-01-15T10:00:03.000Z,12.923612,77.498895,919.2,6.01,3.89,0.03,0.51,337.62,12.78,-1
2025-01-15T10:00:04.000Z,12.923612,77.498895,919.38,3.54,5.49,0.49,0.76,338.16,14.06,-1
2025-01-15T10:00:05.000Z,12.923612,77.498895,919.49,3.02,4.69,0,0.88,338.13,5.58,-1
2025-01-15T10:00:06.000Z,12.92362,77.498892,919.38,4.55,2.86,0.93,0.6,338.3,12.43,-1
2025-01-15T10:00:07.000Z,12.92363,77.498888,919.18,3.95,2.2,1.21,0.62,339.53,6.61,-1
2025-01-15T10:00:08.000Z,12.92363,77.498888,919.29,6.28,5.32,0.27,0.97,337.78,7.69,-1
2025-01-15T10:00:09.000Z,12.92363,77.498888,918.8,7.34,4.27,0,0.35,336.68,5.67,-1
2025-01-15T10:00:10.000Z,12.92363,77.498888,918.46,8.62,3.73,0.08,0.4,337.58,5.31,-1
2025-01-15T10:00:11.000Z,12.92363,77.498888,918.1,8.21,4.93,0,0.72,337.08,7.95,-1
2025-01-15T10:00:12.000Z,12.92363,77.498888,917.84,3.73,3.26,0.32,0.3,336.11,11.47,-1
2025-01-15T10:00:13.000Z,12.923636,77.498885,917.82,5.23,5.33,0.77,0.91,336.16,13.94,-1
2025-01-15T10:00:14.000Z,12.923636,77.498885,917.4,9.5,5.86,0,0.89,348.86,11.98,-1
2025-01-15T10:00:15.000Z,12.923636,77.498885,917.48,8.46,5.2,0,0.64,18.04,7.4,-1
2025-01-15T10:00:16.000Z,12.923636,77.498885,917.0,9.29,2.03,0.29,0.53,17.57,8.23,-1
2025-01-15T10:00:17.000Z,12.923636,77.498885,917.07,8.62,4.97,0,0.32,19.22,8.72,-1
2025-01-15T10:00:18.000Z,12.923636,77.498885,917.5,6.47,3.74,0,0.62,19.1,10.37,-1
2025-01-15T10:00:19.000Z,12.923636,77.498885,917.19,7.47,4.52,0,0.64,17.58,13.04,-1
2025-01-15T10:00:20.000Z,12.923636,77.498885,916.78,9.84,4.59,0,0.48,18.1,5.36,-1
2025-01-15T10:00:21.000Z,12.923636,77.498885,917.02,8.01,5.94,0,0.83,16.52,8.16,-1
2025-01-15T10:00:22.000Z,12.923636,77.498885,917.13,6.97,3.53,0.22,0.97,15.11,11.26,-1
2025-01-15T10:00:23.000Z,12.923643,77.498887,917.61,8.57,2.68,0.76,0.65,15.88,6.61,-1
2025-01-15T10:00:24.000Z,12.923694,77.498938,917.9,3.09,2.46,7.96,0.8,44.15,13.23,-1
2025-01-15T10:00:25.000Z,12.923747,77.49899,917.85,4.23,5.65,8.17,0.86,43.9,11.23,-1
2025-01-15T10:00:26.000Z,12.923804,77.499047,918.23,9.38,2.9,8.86,0.88,43.95,10.94,-1
2025-01-15T10:00:27.000Z,12.923867,77.499106,918.31,4.4,3.11,9.54,0.42,42.46,9.23,-1
2025-01-15T10:00:28.000Z,12.923937,77.499171,918.6,4.09,4.56,10.44,0.73,42.52,7.3,-1
2025-01-15T10:00:29.000Z,12.924011,77.499238,919.05,8.85,5.73,11.05,0.43,41.32,8.35,-1
2025-01-15T10:00:30.000Z,12.924082,77.4993,918.62,8.52,2.54,10.37,0.49,40.23,10.4,-1
2025-01-15T10:00:31.000Z,12.924152,77.499358,918.16,8.4,4.04,10.0,0.46,38.97,14.46,-1
2025-01-15T10:00:32.000Z,12.924152,77.499358,918.17,8.34,4.59,0.21,0.4,37.51,9.41,-1
2025-01-15T10:00:33.000Z,12.924152,77.499358,918.06,8.54,5.13,0.15,0.35,39.19,14.89,-1
2025-01-15T10:00:34.000Z,12.924159,77.499364,918.15,9.75,3.4,0.97,0.84,40.04,11.83,-1
2025-01-15T10:00:35.000Z,12.924163,77.499367,918.1,8.96,2.75,0.61,0.98,39.15,5.15,-1
2025-01-15T10:00:36.000Z,12.924174,77.499376,918.39,5.89,2.86,1.6,0.46,37.72,7.97,-1
2025-01-15T10:00:37.000Z,12.924188,77.499387,918.27,8.9,4.57,1.87,0.39,38.3,8.41,-1
2025-01-15T10:00:38.000Z,12.924203,77.4994,918.3,3.92,4.54,2.22,0.81,38.15,10.63,-1
2025-01-15T10:00:39.000Z,12.924283,77.499464,918.63,5.18,5.69,11.33,0.68,37.98,13.22,-1
2025-01-15T10:00:40.000Z,12.924363,77.499525,919.07,9.28,5.16,11.05,0.66,36.69,6.45,-1
2025-01-15T10:00:41.000Z,12.924438,77.499581,918.65,6.4,3.82,10.33,0.41,36.37,11.16,-1
2025-01-15T10:00:42.000Z,12.924516,77.499644,918.31,4.72,2.34,11.0,0.75,37.86,6.67,-1
2025-01-15T10:00:43.000Z,12.924587,77.499701,918.01,4.17,5.9,10.07,0.97,37.88,14.86,-1
2025-01-15T10:00:44.000Z,12.924661,77.49976,918.39,5.91,4.13,10.45,0.55,38.43,6.64,-1
2025-01-15T10:00:45.000Z,12.924734,77.499817,918.54,7.5,4.15,10.22,0.84,37.17,9.86,-1
2025-01-15T10:00:46.000Z,12.924807,77.499874,918.87,7.75,3.54,10.16,0.65,36.98,5.1,-1
2025-01-15T10:00:47.000Z,12.924802,77.499959,918.95,3.43,5.89,9.31,0.42,93.45,11.94,-1
2025-01-15T10:00:48.000Z,12.924796,77.500043,918.64,7.61,2.71,9.13,0.31,93.8,13.05,-1
2025-01-15T10:00:49.000Z,12.924791,77.500132,918.94,3.65,2.32,9.68,0.49,93.31,10.9,-1
2025-01-15T10:00:50.000Z,12.924866,77.500172,919.23,5.03,3.18,9.42,0.76,27.47,11.14,-1
2025-01-15T10:00:51.000Z,12.924942,77.50021,918.9,6.66,4.64,9.36,0.96,25.79,13.79,-1
2025-01-15T10:00:52.000Z,12.925026,77.500251,919.08,7.11,3.24,10.32,0.33,25.75,12.67,-1
2025-01-15T10:00:53.000Z,12.925106,77.500293,919.08,3.6,3.56,10.04,0.99,27.0,13.72,-1
2025-01-15T10:00:54.000Z,12.925186,77.500338,919.53,4.72,5.97,10.15,0.68,28.78,13.22,-1
2025-01-15T10:00:55.000Z,12.925266,77.500387,920.03,6.1,4.32,10.41,0.77,30.66,6.11,-1
2025-01-15T10:00:56.000Z,12.925349,77.500437,919.82,4.73,3.48,10.7,0.92,30.45,6.72,-1
2025-01-15T10:00:57.000Z,12.925349,77.500437,919.73,9.54,4.55,0.07,1.0,30.71,12.89,-1
2025-01-15T10:00:58.000Z,12.925349,77.500437,920.03,8.25,2.63,0.01,0.72,31.9,14.09,-1
2025-01-15T10:00:59.000Z,12.925349,77.500437,920.46,6.68,3.94,0,0.87,31.35,13.77,-1
2025-01-15T10:01:00.000Z,12.925349,77.500437,920.87,3.69,2.94,0,0.85,29.78,7.2,-1
2025-01-15T10:01:01.000Z,12.925349,77.500437,920.95,4.53,5.94,0.17,0.31,28.32,11.5,-1
2025-01-15T10:01:02.000Z,12.925467,77.500497,920.52,3.49,3.11,14.66,0.57,26.41,9.72,-1
2025-01-15T10:01:03.000Z,12.925587,77.500563,920.72,5.98,2.14,15.05,0.93,28.01,5.5,-1
2025-01-15T10:01:04.000Z,12.925706,77.500626,920.4,5.37,2.96,14.96,0.46,27.38,7.64,-1
2025-01-15T10:01:05.000Z,12.925831,77.500696,920.75,6.22,2.62,15.87,0.66,28.8,11.95,-1
2025-01-15T10:01:06.000Z,12.925953,77.500763,921.22,8.69,3.47,15.33,0.52,27.91,5.2,-1
2025-01-15T10:01:07.000Z,12.926076,77.500834,920.97,3.64,2.54,15.76,0.35,29.31,13.29,-1
2025-01-15T10:01:08.000Z,12.926199,77.500907,921.45,3.35,3.95,15.86,0.63,30.35,6.34,-1
2025-01-15T10:01:09.000Z,12.926373,77.500876,921.77,4.23,3.58,19.66,0.36,349.93,5.46,-1
2025-01-15T10:01:10.000Z,12.926543,77.500842,921.85,7.44,5.76,19.26,0.46,348.88,5.79,-1
2025-01-15T10:01:11.000Z,12.926714,77.500807,922.28,7.72,2.67,19.48,0.38,348.78,9.84,-1
2025-01-15T10:01:12.000Z,12.926892,77.50077,922.01,6.92,2.52,20.14,0.93,348.56,11.8,-1
2025-01-15T10:01:13.000Z,12.927062,77.500729,921.83,6.48,2.99,19.46,0.8,346.83,11.25,-1
2025-01-15T10:01:14.000Z,12.927231,77.50069,921.46,7.56,5.71,19.32,0.78,347.23,5.91,-1
2025-01-15T10:01:15.000Z,12.927395,77.500651,921.19,9.02,3.44,18.76,0.41,347.03,12.42,-1
2025-01-15T10:01:16.000Z,12.927559,77.500617,921.49,4.98,5.92,18.58,0.33,348.74,6.06,-1
2025-01-15T10:01:17.000Z,12.92773,77.500588,921.84,3.96,3.44,19.32,0.51,350.47,9.32,-1
2025-01-15T10:01:18.000Z,12.927908,77.500562,921.91,7.62,2.37,20.05,0.33,352.03,7.7,-1
2025-01-15T10:01:19.000Z,12.928023,77.500543,921.46,3.02,5.68,12.89,0.9,350.46,12.5,-1
2025-01-15T10:01:20.000Z,12.928028,77.500542,921.28,3.09,5.23,0.64,0.72,350.4,10.04,-1
2025-01-15T10:01:21.000Z,12.928042,77.50054,921.75,7.54,5.53,1.55,0.91,352.39,12.13,-1
2025-01-15T10:01:22.000Z,12.928056,77.500538,921.28,6.92,2.13,1.52,0.82,352.42,11.1,-1
2025-01-15T10:01:23.000Z,12.928077,77.500534,921.6,8.99,2.1,2.36,0.38,350.54,12.57,-1
2025-01-15T10:01:24.000Z,12.928104,77.50053,921.61,4.97,2.95,3.06,0.92,351.83,5.06,-1
2025-01-15T10:01:25.000Z,12.92813,77.500527,921.32,4.83,5.66,2.98,0.66,352.37,7.72,-1
2025-01-15T10:01:26.000Z,12.928153,77.500523,921.06,4.75,4.77,2.54,0.54,351.04,14.23,-1
2025-01-15T10:01:27.000Z,12.928162,77.500546,921.1,8.07,3.71,2.71,0.84,67.26,5.74,-1
2025-01-15T10:01:28.000Z,12.928169,77.500565,920.99,5.64,5.47,2.18,0.54,68.64,13.36,-1
2025-01-15T10:01:29.000Z,12.928178,77.500588,921.48,3.34,4.44,2.73,0.84,69.74,5.25,-1
2025-01-15T10:01:30.000Z,12.928189,77.500617,921.42,6.88,2.3,3.3,0.45,68.8,13.18,-1
2025-01-15T10:01:31.000Z,12.9282,77.500645,921.82,4.22,3.67,3.34,0.65,68.51,14.0,-1
